,1,बाँसखर्क,Baskharka
,2,मल्लाज,Mallaj
,3,माझफाँट,Majhphant
,4,माझफाँट,Majhphant
,5,लेखफाँट,Lekhphant
,6,शालिजा,Shalija
,7,धाइरिङ,Dhairing
,8,नाङ्गलीवाङ,Nangliwang
,9,नाङ्गलीवाङ,Nangliwang
